Manufacturer,Typecode,nd,vd,ne,ve,PgF,dPgF,PrecisionMolding
Hoya,M-PCD51,1.59201,67.0235,1.59412,66.7607,0.535906,0.0081,1
Hoya,MP-PCD51-70,1.59271,66.9732,1.59482,66.7133,0.536769,0.0089,1
Hoya,MC-PCD51-70,1.59271,66.9732,1.59482,66.7133,0.536769,0.0089,1
Hoya,M-PCD55AR,1.63858,55.1803,1.64133,54.8747,0.553218,0.0042,1
Hoya,MP-PCD55AR,1.63858,55.1803,1.64133,54.8747,0.553218,0.0042,1
Hoya,M-BACD5N,1.58913,61.2516,1.59142,61.0347,0.537428,-0.0007,1
Hoya,MP-BACD5N,1.58913,61.2516,1.59142,61.0347,0.537428,-0.0007,1
Hoya,MC-BACD5N,1.58913,61.2516,1.59142,61.0347,0.537428,-0.0007,1
Hoya,M-BACD12,1.58313,59.4616,1.58547,59.2205,0.540570,-0.0008,1
Hoya,MP-BACD12,1.58313,59.4616,1.58547,59.2205,0.540570,-0.0008,1
Hoya,MC-BACD12,1.58313,59.4616,1.58547,59.2205,0.540570,-0.0008,1
Hoya,M-BACD15,1.62263,58.1647,1.62518,57.9558,0.539146,-0.0045,1
Hoya,MP-BACD15,1.62263,58.1647,1.62518,57.9558,0.539146,-0.0045,1
Hoya,M-LAC130,1.69350,53.2014,1.69661,52.9665,0.546629,-0.0059,1
Hoya,MP-LAC130,1.69350,53.2014,1.69661,52.9665,0.546629,-0.0059,1
Hoya,MC-LAC130,1.69350,53.2014,1.69661,52.9665,0.546629,-0.0059,1
Hoya,M-LAC14,1.69680,55.4618,1.69979,55.2422,0.542636,-0.0060,1
Hoya,MP-LAC14-80,1.69760,55.5073,1.70060,55.2875,0.542516,-0.0060,1
Hoya,M-TAC80,1.72903,54.0419,1.73225,53.8063,0.544754,-0.0064,1
Hoya,MP-TAC80-60,1.72963,54.0717,1.73285,53.8382,0.544456,-0.0067,1
Hoya,M-FD80,1.68893,31.1609,1.69415,30.9078,0.603838,0.0116,1
Hoya,MP-FD80,1.68893,31.1609,1.69415,30.9078,0.603838,0.0116,1
Hoya,MC-FD80,1.68893,31.1609,1.69415,30.9078,0.603838,0.0116,1
Hoya,M-FDS2,2.00178,19.3252,2.01394,19.1681,0.644820,0.0313,1
Hoya,MP-FDS2,2.00178,19.3252,2.01394,19.1681,0.644820,0.0313,1
Hoya,MC-FDS2,2.00178,19.3252,2.01394,19.1681,0.644820,0.0313,1
Hoya,M-FDS910,1.82115,24.0586,1.82917,23.8612,0.623764,0.0187,1
Hoya,MP-FDS910-50,1.82165,24.0402,1.82969,23.8430,0.623812,0.0187,1
Hoya,MC-FDS910-50,1.82165,24.0402,1.82969,23.8430,0.623812,0.0187,1
Hoya,M-NBFD10,1.83441,37.2856,1.83972,37.0396,0.577337,-0.0039,1
Hoya,MP-NBFD10-20,1.83461,37.2892,1.83992,37.0375,0.576406,-0.0048,1
Hoya,M-NBFD130,1.80610,40.7311,1.81080,40.4782,0.569416,-0.0056,1
Hoya,MP-NBFD130,1.80610,40.7311,1.81080,40.4782,0.569416,-0.0056,1
Hoya,MC-NBFD130,1.80610,40.7311,1.81080,40.4782,0.569416,-0.0056,1
Hoya,MC-NBFD130L,1.80610,40.7276,1.81080,40.4753,0.569576,-0.0055,1
Hoya,M-TAF31,1.80139,45.4503,1.80558,45.2061,0.558152,-0.0084,1
Hoya,MP-TAF31-15,1.80154,45.4666,1.80573,45.2237,0.558035,-0.0085,1
Hoya,MC-TAF31-15,1.80154,45.4666,1.80573,45.2237,0.558035,-0.0085,1
Hoya,M-TAF101,1.76802,49.2420,1.77173,49.0027,0.551653,-0.0082,1
Hoya,MP-TAF101-100,1.76902,49.2906,1.77273,49.0520,0.551613,-0.0080,1
Hoya,MC-TAF101-100,1.76902,49.2906,1.77273,49.0520,0.551613,-0.0080,1
Hoya,M-TAF105,1.77250,49.5035,1.77622,49.2630,0.551950,-0.0073,1
Hoya,MP-TAF105,1.77250,49.5035,1.77622,49.2630,0.551950,-0.0073,1
Hoya,MC-TAF105,1.77250,49.5035,1.77622,49.2630,0.551950,-0.0073,1
Hoya,MC-TAF115,1.77047,49.4624,1.77418,49.2187,0.552052,-0.0073,1
Hoya,M-TAF401,1.77377,47.1676,1.77767,46.9201,0.555759,-0.0078,1
Hoya,MP-TAF401,1.77377,47.1676,1.77767,46.9201,0.555759,-0.0078,1
Hoya,MC-TAF401,1.77377,47.1676,1.77767,46.9201,0.555759,-0.0078,1
Hoya,M-TAFD51,1.82080,42.7069,1.82537,42.4559,0.564298,-0.0072,1
Hoya,MP-TAFD51-50,1.82130,42.7258,1.82587,42.4741,0.564891,-0.0066,1
Hoya,MC-TAFD51-50,1.82130,42.7258,1.82587,42.4741,0.564891,-0.0066,1
Hoya,M-TAFD305,1.85135,40.1050,1.85639,39.8553,0.569558,-0.0067,1
Hoya,MP-TAFD305,1.85135,40.1050,1.85639,39.8553,0.569558,-0.0067,1
Hoya,MC-TAFD305,1.85135,40.1050,1.85639,39.8553,0.569558,-0.0067,1
Hoya,M-TAFD315,1.85136,40.0695,1.85641,39.8247,0.568807,-0.0074,1
Hoya,MC-TAFD315,1.85136,40.0695,1.85641,39.8247,0.568807,-0.0074,1
Hoya,M-TAFD307,1.88202,37.2218,1.88765,36.9740,0.577003,-0.0044,1
Hoya,MP-TAFD307,1.88202,37.2218,1.88765,36.9740,0.577003,-0.0044,1
Hoya,MC-TAFD307,1.88202,37.2218,1.88765,36.9740,0.577003,-0.0044,1
Hoya,MC-TAFD317,1.88120,37.1697,1.88683,36.9228,0.576822,-0.0047,1
Hoya,M-LAC8,1.71300,53.9389,1.71615,53.7045,0.544743,-0.0066,1
Hoya,MP-LAC8-30,1.71330,53.9510,1.71645,53.7165,0.544771,-0.0064,1
Hoya,M-TAC60,1.75501,51.1581,1.75853,50.9197,0.548576,-0.0078,1
Hoya,MP-TAC60-90,1.75591,51.1758,1.75943,50.9387,0.548314,-0.0079,1
Hoya,M-FDS1,1.92286,20.8817,1.93323,20.7109,0.637033,0.0263,1
Hoya,MP-FDS1,1.92286,20.8817,1.93323,20.7109,0.637033,0.0263,1
Hoya,M-LAF81,1.73077,40.5015,1.73505,40.2485,0.571509,-0.0040,1
Hoya,MP-LAF81,1.73077,40.5015,1.73505,40.2485,0.571509,-0.0040,1
Hoya,M-NBF1,1.74330,49.3265,1.74689,49.0721,0.552751,-0.0068,1
Hoya,MP-NBF1,1.74330,49.3265,1.74689,49.0721,0.552751,-0.0068,1
Hoya,MC-NBF1,1.74330,49.3265,1.74689,49.0721,0.552751,-0.0068,1
Hoya,MC-NBFD135,1.80834,40.9217,1.81303,40.6682,0.568589,-0.0061,1
Hoya,M-TAF1,1.77250,49.4652,1.77622,49.2019,0.554008,-0.0054,1
Hoya,MC-TAF1,1.77250,49.4652,1.77622,49.2019,0.554008,-0.0054,1
Hoya,M-TAFD405,1.95150,29.8299,1.95904,29.6131,0.595613,0.0010,1
Hoya,MP-TAFD405,1.95150,29.8299,1.95904,29.6131,0.595613,0.0010,1
Hikari,J-FK5,1.48749,70.3158,1.48915,70.1332,0.529162,0.0027,
Hikari,J-FK01A,1.49700,81.6409,1.49845,81.2508,0.537163,0.0298,
Hikari,J-FKH1,1.49782,82.5655,1.49926,82.1439,0.538625,0.0327,
Hikari,J-FKH2,1.45600,91.3759,1.45719,90.9521,0.534402,0.0431,
Hikari,J-PKH1,1.51860,69.8898,1.52037,69.6715,0.531847,0.0047,
Hikari,J-PSK02,1.61800,63.3374,1.62033,63.0609,0.541112,0.0031,
Hikari,J-PSK03,1.60300,65.4382,1.60520,65.1659,0.538967,0.0043,
Hikari,J-PSKH1,1.59319,67.9022,1.59527,67.5412,0.544050,0.0135,
Hikari,J-PSKH4,1.59349,67.0007,1.59560,66.7544,0.535809,0.0038,
Hikari,J-PSKH8,1.62846,59.1900,1.63099,58.8250,0.555835,0.0106,
Hikari,J-BK7A,1.51680,64.1294,1.51872,63.9130,0.535672,-0.0010,
Hikari,J-BAK1,1.57250,57.2873,1.57488,57.0070,0.547100,-0.0011,
Hikari,J-BAK2,1.53996,59.5178,1.54212,59.2515,0.543668,-0.0008,
Hikari,J-BAK4,1.56883,55.9987,1.57125,55.7281,0.548537,-0.0020,
Hikari,J-K3,1.51823,58.8185,1.52033,58.5510,0.544989,-0.0008,
Hikari,J-K5,1.52249,59.2093,1.52459,58.9483,0.544010,-0.0010,
Hikari,J-KZFH1,1.61266,44.4637,1.61593,44.2177,0.564142,-0.0058,
Hikari,J-KZFH4,1.55298,55.0773,1.55537,54.8544,0.544754,-0.0073,
Hikari,J-KZFH6,1.68376,37.6476,1.68807,37.3984,0.578348,-0.0030,
Hikari,J-KZFH7,1.73211,46.1849,1.73588,45.9330,0.557795,-0.0091,
Hikari,J-KZFH9,1.73800,32.2654,1.74341,32.0420,0.589577,-0.0006,
Hikari,J-KZFH10,1.78880,28.4222,1.79536,28.2152,0.600604,0.0039,
Hikari,J-KZFH11,1.84934,25.0837,1.85732,24.8960,0.611929,0.0096,
Hikari,J-KF6,1.51742,52.2082,1.51978,51.9304,0.558127,0.0011,
Hikari,J-BALF4,1.57957,53.7421,1.58214,53.4593,0.551971,-0.0023,
Hikari,J-BAF10,1.67003,47.1443,1.67341,46.8560,0.562691,-0.0027,
Hikari,J-BAF11,1.66672,48.3351,1.67000,48.0459,0.560440,-0.0029,
Hikari,J-BASF2,1.66446,35.8738,1.66884,35.6059,0.588896,0.0048,
Hikari,J-BASF6,1.66755,41.8761,1.67133,41.5995,0.575044,0.0010,
Hikari,J-BASF7,1.70154,41.0217,1.70560,40.7385,0.575878,0.0003,
Hikari,J-BASF8,1.72342,38.0367,1.72793,37.7611,0.582950,0.0024,
Hikari,J-SK2,1.60738,56.7405,1.60993,56.4596,0.547562,-0.0016,
Hikari,J-SK4,1.61272,58.5390,1.61522,58.2706,0.544706,-0.0015,
Hikari,J-SK5,1.58913,61.2210,1.59143,60.9746,0.540175,-0.0016,
Hikari,J-SK10,1.62280,57.0998,1.62540,56.8275,0.546347,-0.0022,
Hikari,J-SK11,1.56384,60.7057,1.56606,60.4537,0.541205,-0.0014,
Hikari,J-SK12,1.58313,59.4185,1.58547,59.1619,0.542781,-0.0018,
Hikari,J-SK14,1.60311,60.6963,1.60548,60.4440,0.541197,-0.0014,
Hikari,J-SK15,1.62299,58.1205,1.62555,57.8643,0.543897,-0.0030,
Hikari,J-SK16,1.62041,60.2461,1.62287,60.0089,0.540269,-0.0031,
Hikari,J-SK18,1.63854,55.3452,1.64129,55.0653,0.550382,-0.0013,
Hikari,J-SSK1,1.61720,53.9683,1.61992,53.7055,0.550362,-0.0036,
Hikari,J-SSK5,1.65844,50.8367,1.66152,50.5430,0.557786,-0.0013,
Hikari,J-SSK8,1.61772,49.8161,1.62067,49.5292,0.559744,-0.0012,
Hikari,J-LLF1,1.54814,45.5196,1.55100,45.2308,0.568638,0.0005,
Hikari,J-LLF2,1.54072,46.9724,1.54345,46.6841,0.565679,-0.0001,
Hikari,J-LLF6,1.53172,48.7821,1.53431,48.4947,0.562300,-0.0003,
Hikari,J-LF5,1.58144,40.9827,1.58480,40.7077,0.576377,0.0007,
Hikari,J-LF6,1.56732,42.5794,1.57048,42.2897,0.575223,0.0024,
Hikari,J-LF7,1.57501,41.5157,1.57829,41.2341,0.576372,0.0017,
Hikari,J-F1,1.62588,35.7288,1.63003,35.4659,0.588944,0.0044,
Hikari,J-F2,1.62004,36.3994,1.62407,36.1338,0.587638,0.0045,
Hikari,J-F5,1.60342,38.0359,1.60718,37.7670,0.582961,0.0024,
Hikari,J-F8,1.59551,39.2194,1.59911,38.9451,0.580796,0.0020,
Hikari,J-SF1,1.71736,29.5760,1.72309,29.3432,0.603675,0.0089,
Hikari,J-SF2,1.64769,33.7266,1.65223,33.4711,0.593059,0.0053,
Hikari,J-SF4,1.75520,27.5755,1.76166,27.3566,0.609342,0.0112,
Hikari,J-SF5,1.67270,32.1914,1.67764,31.9415,0.597524,0.0069,
Hikari,J-SF6,1.80518,25.4534,1.81263,25.2496,0.615806,0.0140,
Hikari,J-SF6HS,1.80518,25.4534,1.81263,25.2496,0.615806,0.0140,
Hikari,J-SF7,1.63980,34.5516,1.64418,34.2916,0.591621,0.0051,
Hikari,J-SF8,1.68893,31.1668,1.69415,30.9243,0.599371,0.0072,
Hikari,J-SF10,1.72825,28.3818,1.73430,28.1579,0.606934,0.0101,
Hikari,J-SF11,1.78472,25.6416,1.79193,25.4358,0.615802,0.0144,
Hikari,J-SF13,1.74077,27.7450,1.74707,27.5251,0.608862,0.0110,
Hikari,J-SF14,1.76182,26.5888,1.76857,26.3764,0.612826,0.0130,
Hikari,J-SF15,1.69895,30.1349,1.70443,29.8984,0.602216,0.0083,
Hikari,J-SF03,1.84666,23.8010,1.85503,23.6099,0.621730,0.0171,
Hikari,J-SF03HS,1.84666,23.8010,1.85503,23.6099,0.621730,0.0171,
Hikari,J-SFS3,1.78470,26.2707,1.79174,26.0611,0.613190,0.0128,
Hikari,J-SFH1,1.80809,22.7444,1.81644,22.5571,0.628912,0.0226,
Hikari,J-SFH1HS,1.80809,22.7444,1.81644,22.5571,0.628912,0.0226,
Hikari,J-SFH2,1.86074,23.0830,1.86951,22.8958,0.625990,0.0202,
Hikari,J-SFH4,1.66382,27.3602,1.66952,27.0874,0.632476,0.0334,
Hikari,J-SFH5,1.75575,24.7244,1.76293,24.5049,0.629545,0.0262,
Hikari,J-SFH6,1.71338,26.0475,1.71981,25.8032,0.629914,0.0290,
Hikari,J-SFH8,1.62200,30.6664,1.62677,30.3587,0.624900,0.0319,
Hikari,J-SFH9,1.79631,22.6115,1.80457,22.4021,0.641456,0.0346,
Hikari,J-LAK7,1.65160,58.5717,1.65425,58.3351,0.541682,-0.0045,
Hikari,J-LAK7R,1.65160,58.6218,1.65425,58.3920,0.541057,-0.0051,
Hikari,J-LAK8,1.71300,53.9558,1.71615,53.7288,0.545208,-0.0086,
Hikari,J-LAK10,1.71999,50.2668,1.72340,50.0117,0.552673,-0.0073,
Hikari,J-LAK12,1.67790,55.3475,1.68082,55.0869,0.547049,-0.0045,
Hikari,J-LAK13,1.69350,53.2052,1.69661,52.9598,0.547947,-0.0071,
Hikari,J-LAK14,1.69680,55.5209,1.69979,55.3009,0.543051,-0.0082,
Hikari,J-LAK18,1.72916,54.6114,1.73234,54.3855,0.544293,-0.0085,
Hikari,J-LAK01,1.64000,60.1926,1.64254,59.9868,0.537727,-0.0056,
Hikari,J-LAK09,1.73400,51.5058,1.73740,51.2778,0.548022,-0.0099,
Hikari,J-LAK011,1.74100,52.7654,1.74435,52.5302,0.547152,-0.0086,
Hikari,J-LASKH2,1.75500,52.3348,1.75844,52.0993,0.547612,-0.0090,
Hikari,J-LAF2,1.74400,44.8079,1.74795,44.5425,0.563716,-0.0056,
Hikari,J-LAF3,1.71700,47.9783,1.72056,47.7100,0.558583,-0.0053,
Hikari,J-LAF7,1.74950,35.2536,1.75453,34.9935,0.588305,0.0029,
Hikari,J-LAF01,1.70000,48.1072,1.70346,47.8226,0.560456,-0.0033,
Hikari,J-LAF02,1.72000,43.6166,1.72392,43.3352,0.568450,-0.0029,
Hikari,J-LAF04,1.75700,47.8659,1.76076,47.6219,0.555789,-0.0084,
Hikari,J-LAF05,1.76200,40.1201,1.76651,39.8549,0.572582,-0.0046,
Hikari,J-LAF010,1.74320,49.2569,1.74679,49.0145,0.552585,-0.0092,
Hikari,J-LAF016,1.80100,34.9262,1.80643,34.6820,0.585462,-0.0004,
Hikari,J-LAF016HS,1.80100,34.9262,1.80643,34.6820,0.585462,-0.0004,
Hikari,J-LAFH3,1.79504,28.6949,1.80158,28.4664,0.606650,0.0103,
Hikari,J-LAFH3HS,1.79504,28.6949,1.80158,28.4664,0.606650,0.0103,
Hikari,J-LASF01,1.78590,44.1733,1.79013,43.9218,0.562610,-0.0078,
Hikari,J-LASF02,1.79952,42.0854,1.80403,41.8323,0.566736,-0.0070,
Hikari,J-LASF03,1.80610,40.9781,1.81077,40.7312,0.568908,-0.0068,
Hikari,J-LASF05,1.83481,42.7357,1.83945,42.4821,0.564865,-0.0079,
Hikari,J-LASF05HS,1.83481,42.7357,1.83945,42.4821,0.564865,-0.0079,
Hikari,J-LASF08A,1.88300,40.6939,1.88816,40.4463,0.567380,-0.0088,
Hikari,J-LASF09A,1.81600,46.5963,1.82017,46.3486,0.556651,-0.0096,
Hikari,J-LASF010,1.83400,37.1866,1.83932,36.9440,0.577771,-0.0042,
Hikari,J-LASF013,1.80440,39.6082,1.80922,39.3642,0.572020,-0.0060,
Hikari,J-LASF014,1.78800,47.3541,1.79196,47.1074,0.555987,-0.0090,
Hikari,J-LASF015,1.80400,46.5968,1.80811,46.3445,0.557558,-0.0087,
Hikari,J-LASF015HS,1.80400,46.5968,1.80811,46.3445,0.557558,-0.0087,
Hikari,J-LASF016,1.77250,49.6214,1.77621,49.3801,0.551911,-0.0093,
Hikari,J-LASF017,1.79500,45.3136,1.79917,45.0670,0.559849,-0.0085,
Hikari,J-LASF021,1.85026,32.3541,1.85647,32.1088,0.594725,0.0046,
Hikari,J-LASF021HS,1.85026,32.3541,1.85647,32.1088,0.594725,0.0046,
Hikari,J-LASFH2,1.76684,46.7801,1.77074,46.5351,0.557706,-0.0083,
Hikari,J-LASFH6,1.80610,33.3468,1.81182,33.1030,0.590370,0.0020,
Hikari,J-LASFH9A,1.90265,35.7734,1.90863,35.5276,0.581484,-0.0028,
Hikari,J-LASFH13,1.90366,31.2787,1.91049,31.0441,0.595075,0.0029,
Hikari,J-LASFH13HS,1.90366,31.2787,1.91049,31.0441,0.595075,0.0029,
Hikari,J-LASFH15,1.95000,29.3686,1.95764,29.1451,0.600264,0.0050,
Hikari,J-LASFH15HS,1.95000,29.3686,1.95764,29.1451,0.600264,0.0050,
Hikari,J-LASFH15SS,1.95000,29.3686,1.95764,29.1451,0.600264,0.0050,
Hikari,J-LASFH16,2.00100,29.1264,2.00912,28.9075,0.599671,0.0041,
Hikari,J-LASFH16HS,2.00100,29.1264,2.00912,28.9075,0.599671,0.0041,
Hikari,J-LASFH17,2.00069,25.4592,2.00995,25.2581,0.614163,0.0123,
Hikari,J-LASFH17HS,2.00069,25.4592,2.00995,25.2581,0.614163,0.0123,
Hikari,J-LASFH21,1.95375,32.3384,1.96073,32.1028,0.590657,0.0004,
Hikari,J-LASFH22,1.84850,43.7917,1.85311,43.5367,0.562003,-0.0089,
Hikari,J-LASFH23,1.85000,27.0328,1.85742,26.8189,0.609539,0.0103,
Hikari,J-LASFH24,1.90200,25.2670,1.91041,25.0627,0.616748,0.0146,
Hikari,J-LASFH24HS,1.90200,25.2670,1.91041,25.0627,0.616748,0.0146,
Hikari,Q-FKH1S,1.49731,82.5065,1.49875,82.0865,0.538618,0.0327,1
Hikari,Q-FKH2S,1.45562,91.3088,1.45681,90.8878,0.534309,0.0431,1
Hikari,Q-PSKH1S,1.59255,67.8634,1.59463,67.5027,0.544069,0.0136,1
Hikari,Q-PSKH2S,1.61875,63.7348,1.62107,63.4515,0.541195,0.0038,1
Hikari,Q-PSKH4S,1.59245,66.9229,1.59456,66.6759,0.535886,0.0038,1
Hikari,Q-SK15S,1.62291,58.2970,1.62546,58.0390,0.543903,-0.0027,1
Hikari,Q-SK52S,1.58286,59.5053,1.58520,59.2692,0.540851,-0.0037,1
Hikari,Q-SK55S,1.58887,61.1267,1.59117,60.9023,0.538379,-0.0034,1
Hikari,Q-SF6S,1.80301,25.5361,1.81042,25.3319,0.615372,0.0138,1
Hikari,Q-LAK52S,1.67798,54.8939,1.68092,54.6608,0.544862,-0.0074,1
Hikari,Q-LAK53S,1.69343,53.2966,1.69653,53.0521,0.547540,-0.0074,1
Hikari,Q-LAF010S,1.74300,49.2455,1.74659,48.9915,0.553484,-0.0083,1
Hikari,Q-LAFPH1S,1.74310,49.4379,1.74668,49.1876,0.553104,-0.0084,1
Hikari,Q-LASF03S,1.80604,40.7384,1.81074,40.4855,0.569043,-0.0070,1
Hikari,Q-LASFH11S,1.77387,47.2545,1.77777,47.0070,0.555761,-0.0094,1
Hikari,Q-LASFH12S,1.79063,44.9889,1.79481,44.7388,0.559813,-0.0093,1
Hikari,Q-LASFH58S,1.85108,40.1251,1.85612,39.8813,0.568577,-0.0085,1
Hikari,Q-LASFH59S,1.82098,42.5068,1.82557,42.2529,0.565053,-0.0081,1
Hikari,Q-LASFPH2S,1.76544,46.7506,1.76933,46.5048,0.556559,-0.0095,1
Hikari,Q-LASFPH3S,1.79526,45.2520,1.79944,45.0042,0.558955,-0.0095,1
Schott,BK7G18,1.51975,63.5845,1.52170,63.3648,0.537634,0.0007,
Schott,F2,1.62004,36.3669,1.62408,36.1082,0.582832,0.0002,
Schott,F2G12,1.62072,36.5592,1.62474,36.2971,0.583186,0.0008,
Schott,F2HT,1.62004,36.3669,1.62408,36.1082,0.582832,0.0002,
Schott,F2HTi,1.62004,36.3669,1.62408,36.1082,0.582832,0.0002,
Schott,F5,1.60342,38.0304,1.60718,37.7656,0.579534,-0.0003,
Schott,FK5HTi,1.48748,70.4708,1.48913,70.2905,0.528856,0.0036,
Schott,K10,1.50137,56.4098,1.50349,56.1510,0.547488,-0.0015,
Schott,K5G20,1.52344,56.7602,1.52564,56.4737,0.550055,0.0017,
Schott,LAK9G15,1.69064,54.7624,1.69364,54.5257,0.546230,-0.0055,
Schott,LASF35,2.02204,29.0602,2.03035,28.8444,0.598240,0.0033,
Schott,LF5,1.58144,40.8518,1.58482,40.5748,0.574794,-0.0003,
Schott,LF5G19,1.59655,39.8916,1.60010,39.6012,0.580373,0.0036,
Schott,LF5HTi,1.58144,40.8903,1.58482,40.6137,0.574619,-0.0004,
Schott,LLF1,1.54814,45.7506,1.55099,45.4670,0.566013,-0.0009,
Schott,LLF1HTi,1.54815,45.9007,1.55099,45.6180,0.565648,-0.0010,
Schott,N-BAF10,1.67003,47.1127,1.67341,46.8287,0.562971,-0.0016,
Schott,N-BAF4,1.60568,43.7213,1.60897,43.4317,0.573330,0.0030,
Schott,N-BAF51,1.65224,44.9600,1.65569,44.6735,0.566993,-0.0012,
Schott,N-BAF52,1.60863,46.5980,1.61173,46.3048,0.567889,0.0024,
Schott,N-BAK1,1.57250,57.5500,1.57487,57.2652,0.547234,0.0002,
Schott,N-BAK2,1.53996,59.7093,1.54212,59.4398,0.543764,0.0004,
Schott,N-BAK4,1.56883,55.9765,1.57125,55.7027,0.548711,-0.0010,
Schott,N-BAK4HT,1.56883,55.9765,1.57125,55.7027,0.548711,-0.0010,
Schott,N-BALF4,1.57956,53.8665,1.58212,53.5858,0.552033,-0.0012,
Schott,N-BALF5,1.54739,53.6318,1.54982,53.3634,0.553210,-0.0004,
Schott,N-BASF2,1.66446,36.0011,1.66883,35.7285,0.588995,0.0057,
Schott,N-BASF64,1.70400,39.3849,1.70824,39.1193,0.576958,-0.0006,
Schott,N-BK10,1.49782,66.9552,1.49960,66.7805,0.530385,-0.0008,1
Schott,N-BK7,1.51680,64.1681,1.51872,63.9614,0.534967,-0.0009,1
Schott,N-BK7HT,1.51680,64.1681,1.51872,63.9614,0.534967,-0.0009,
Schott,N-BK7HTi,1.51680,64.1681,1.51872,63.9614,0.534967,-0.0009,
Schott,N-F2,1.62005,36.4314,1.62408,36.1622,0.588140,0.0056,
Schott,N-FK5,1.48749,70.4066,1.48914,70.2253,0.529006,0.0036,1
Schott,N-FK51A,1.48656,84.4690,1.48794,84.0743,0.535937,0.0342,1
Schott,N-FK58,1.45600,90.9011,1.45720,90.4735,0.534705,0.0438,
Schott,N-K5,1.52249,59.4834,1.52458,59.2199,0.543828,0.0000,
Schott,N-KF9,1.52346,51.5411,1.52588,51.2631,0.555793,-0.0014,
Schott,N-KZFS11,1.63775,42.4107,1.64132,42.1992,0.560553,-0.0120,1
Schott,N-KZFS2,1.55836,54.0087,1.56082,53.8302,0.541893,-0.0111,1
Schott,N-KZFS4,1.61336,44.4942,1.61664,44.2714,0.559034,-0.0100,1
Schott,N-KZFS5,1.65412,39.7005,1.65803,39.4629,0.571027,-0.0060,1
Schott,N-KZFS8,1.72047,34.7006,1.72539,34.4673,0.583333,-0.0021,1
Schott,N-LAF2,1.74397,44.8509,1.74791,44.5715,0.565665,-0.0027,
Schott,N-LAF21,1.78800,47.4904,1.79195,47.2487,0.555535,-0.0084,
Schott,N-LAF33,1.78582,44.0525,1.79007,43.8003,0.562663,-0.0071,1
Schott,N-LAF34,1.77250,49.6208,1.77621,49.3794,0.551876,-0.0085,
Schott,N-LAF7,1.74950,34.8204,1.75459,34.5624,0.589484,0.0042,
Schott,N-LAK10,1.72003,50.6228,1.72341,50.3863,0.551516,-0.0072,
Schott,N-LAK12,1.67790,55.2002,1.68083,54.9237,0.548586,-0.0024,
Schott,N-LAK14,1.69680,55.4109,1.69980,55.1946,0.542786,-0.0079,
Schott,N-LAK21,1.64049,60.1026,1.64304,59.8584,0.541093,-0.0017,1
Schott,N-LAK22,1.65113,55.8924,1.65391,55.6273,0.546733,-0.0031,
Schott,N-LAK28,1.74429,50.7715,1.74778,50.5365,0.549896,-0.0085,
Schott,N-LAK33B,1.75500,52.3007,1.75844,52.0689,0.547321,-0.0085,
Schott,N-LAK34,1.72916,54.4999,1.73235,54.2743,0.544318,-0.0079,
Schott,N-LAK7,1.65160,58.5185,1.65425,58.2649,0.543295,-0.0021,
Schott,N-LAK8,1.71300,53.8323,1.71616,53.6107,0.545010,-0.0083,
Schott,N-LAK9,1.69100,54.7091,1.69401,54.4821,0.544697,-0.0071,
Schott,N-LASF31A,1.88300,40.7605,1.88815,40.5154,0.566775,-0.0085,
Schott,N-LASF40,1.83404,37.2961,1.83935,37.0444,0.578686,-0.0024,
Schott,N-LASF41,1.83501,43.1296,1.83961,42.8848,0.562949,-0.0083,
Schott,N-LASF43,1.80610,40.6108,1.81081,40.3620,0.570307,-0.0052,
Schott,N-LASF44,1.80420,46.5012,1.80832,46.2541,0.557246,-0.0084,
Schott,N-LASF45,1.80107,34.9743,1.80650,34.7218,0.585903,0.0009,
Schott,N-LASF46B,1.90366,31.3205,1.91048,31.0862,0.595671,0.0045,1
Schott,N-LASF55,1.95380,30.5604,1.96118,30.3321,0.596182,0.0037,
Schott,N-LASF9,1.85025,32.1705,1.85650,31.9268,0.593472,0.0037,
Schott,N-PK51,1.52855,76.9764,1.53019,76.5813,0.540165,0.0258,
Schott,N-PK52A,1.49700,81.6113,1.49845,81.2119,0.537694,0.0311,
Schott,N-PSK3,1.55232,63.4570,1.55440,63.2336,0.536578,-0.0005,1
Schott,N-PSK53A,1.61800,63.3904,1.62033,63.0975,0.542419,0.0052,1
Schott,N-SF1,1.71736,29.6205,1.72308,29.3866,0.603717,0.0097,
Schott,N-SF10,1.72828,28.5330,1.73430,28.3060,0.606668,0.0108,
Schott,N-SF11,1.78472,25.6803,1.79192,25.4733,0.615689,0.0150,
Schott,N-SF14,1.76182,26.5303,1.76859,26.3182,0.612256,0.0130,
Schott,N-SF15,1.69892,30.2013,1.70438,29.9602,0.603815,0.0108,
Schott,N-SF2,1.64769,33.8206,1.65222,33.5592,0.595076,0.0081,
Schott,N-SF4,1.75513,27.3774,1.76164,27.1588,0.609604,0.0118,
Schott,N-SF5,1.67271,32.2516,1.67763,31.9994,0.598401,0.0088,
Schott,N-SF57,1.84666,23.7802,1.85504,23.5892,0.621671,0.0178,
Schott,N-SF57HT,1.84666,23.7802,1.85504,23.5892,0.621671,0.0178,
Schott,N-SF57HTultra,1.84666,23.7802,1.85504,23.5892,0.621671,0.0178,
Schott,N-SF6,1.80518,25.3601,1.81266,25.1567,0.615801,0.0146,
Schott,N-SF66,1.92286,20.8800,1.93322,20.7032,0.639464,0.0307,
